"date","city","city_type","pm25","pm10","o3","no2","so2","co"
"2023/9/7","Busan","Coastal",52,28,40,15,2,3
"2023/9/8","Busan","Coastal",56,20,43,20,3,3
"2023/9/9","Busan","Coastal",40,18,49,22,2,3
"2023/9/10","Busan","Coastal",42,15,45,17,5,3
"2023/9/11","Busan","Coastal",35,21,44,21,3,3
"2023/9/12","Busan","Coastal",35,20,51,12,3,3
"2023/9/13","Busan","Coastal",37,19,31,10,3,3
"2023/9/14","Busan","Coastal",52,14,33,21,4,4
"2023/9/15","Busan","Coastal",45,19,31,22,3,3
"2023/9/16","Busan","Coastal",48,20,18,22,3,4
"2023/9/17","Busan","Coastal",46,14,29,21,2,6
"2023/9/18","Busan","Coastal",36,18,31,15,3,3
"2023/9/19","Busan","Coastal",44,28,61,27,3,4
"2023/9/20","Busan","Coastal",61,41,46,32,3,4
"2023/9/21","Busan","Coastal",90,23,32,19,3,3
"2023/9/22","Busan","Coastal",50,24,39,23,4,3
"2023/9/23","Busan","Coastal",43,21,40,21,4,3
"2023/9/24","Busan","Coastal",50,21,44,8,5,3
"2023/9/25","Busan","Coastal",41,23,42,5,5,3
"2023/9/26","Busan","Coastal",51,28,32,19,5,4
"2023/9/27","Busan","Coastal",64,29,52,11,3,4
"2023/9/28","Busan","Coastal",68,15,39,8,2,3
"2023/9/29","Busan","Coastal",44,39,88,20,2,4
"2023/9/30","Busan","Coastal",90,29,46,12,2,4
"2023/10/1","Busan","Coastal",75,31,47,16,2,3
"2023/4/2","Busan","Coastal",121,45,70,15,7,4
"2023/4/3","Busan","Coastal",84,35,54,19,5,4
"2023/4/4","Busan","Coastal",62,31,53,27,6,4
"2023/4/5","Busan","Coastal",60,26,46,27,4,3
"2023/4/6","Busan","Coastal",52,35,47,19,4,5
"2023/4/7","Busan","Coastal",76,53,61,19,3,5
"2023/4/8","Busan","Coastal",101,39,44,23,4,3
"2023/4/9","Busan","Coastal",53,52,46,17,3,3
"2023/4/10","Busan","Coastal",45,59,47,24,4,4
"2023/4/11","Busan","Coastal",55,42,46,24,3,2
"2023/4/12","Busan","Coastal",57,165,44,23,4,2
"2023/4/13","Busan","Coastal",116,91,40,35,3,3
"2023/4/14","Busan","Coastal",84,61,44,34,5,3
"2023/4/15","Busan","Coastal",76,23,42,18,3,3
"2023/4/16","Busan","Coastal",57,55,48,17,4,3
"2023/4/17","Busan","Coastal",81,73,59,21,3,3
"2023/4/18","Busan","Coastal",99,62,41,27,3,4
"2023/4/19","Busan","Coastal",80,48,43,29,4,4
"2023/4/20","Busan","Coastal",84,51,41,41,4,4
"2023/4/21","Busan","Coastal",89,172,50,23,4,3
"2023/4/22","Busan","Coastal",119,178,47,15,3,2
"2023/4/23","Busan","Coastal",168,60,48,15,4,2
"2023/4/24","Busan","Coastal",80,36,48,14,3,3
"2023/4/25","Busan","Coastal",61,28,41,27,2,3
"2023/4/26","Busan","Coastal",63,38,42,18,4,4
"2023/4/27","Busan","Coastal",68,36,62,22,4,4
"2023/4/28","Busan","Coastal",66,35,49,24,4,3
"2023/4/29","Busan","Coastal",66,28,45,18,3,4
"2023/4/30","Busan","Coastal",55,42,58,19,3,4
"2023/5/1","Busan","Coastal",61,52,64,25,3,4
"2023/5/2","Busan","Coastal",73,45,69,34,5,5
"2023/5/3","Busan","Coastal",80,44,57,30,4,4
"2023/5/4","Busan","Coastal",75,32,48,24,3,3
"2023/5/5","Busan","Coastal",60,36,42,12,4,3
"2023/5/6","Busan","Coastal",59,20,43,17,3,3
"2023/5/7","Busan","Coastal",38,32,46,12,4,3
"2023/5/8","Busan","Coastal",79,33,49,21,4,3
"2023/5/9","Busan","Coastal",67,40,77,37,5,6
"2023/5/10","Busan","Coastal",88,54,84,41,4,4
"2023/5/11","Busan","Coastal",99,44,63,31,6,3
"2023/5/12","Busan","Coastal",86,43,57,33,5,4
"2023/5/13","Busan","Coastal",66,24,54,28,2,3
"2023/5/14","Busan","Coastal",56,35,73,26,3,4
"2023/5/15","Busan","Coastal",78,56,95,42,3,6
"2023/5/16","Busan","Coastal",119,60,86,41,3,5
"2023/5/17","Busan","Coastal",137,41,48,28,3,4
"2023/5/18","Busan","Coastal",84,41,47,29,3,4
"2023/5/19","Busan","Coastal",92,17,46,20,2,2
"2023/5/20","Busan","Coastal",36,25,63,23,2,3
"2023/5/21","Busan","Coastal",60,40,66,27,4,4
"2023/5/22","Busan","Coastal",77,87,42,30,4,4
"2023/5/23","Busan","Coastal",110,83,45,23,4,3
"2023/5/24","Busan","Coastal",72,41,44,26,4,3
"2023/5/25","Busan","Coastal",63,21,43,19,3,3
"2023/5/26","Busan","Coastal",39,27,38,24,4,4
"2023/5/27","Busan","Coastal",49,35,35,26,7,2
"2023/5/28","Busan","Coastal",61,29,31,19,7,3
"2023/5/29","Busan","Coastal",56,13,37,20,3,4
"2023/5/30","Busan","Coastal",34,21,44,18,3,3
"2023/5/31","Busan","Coastal",50,28,46,17,4,3
"2023/6/1","Busan","Coastal",52,35,33,35,6,5
"2023/6/2","Busan","Coastal",69,32,102,31,3,5
"2023/6/3","Busan","Coastal",73,45,85,29,5,4
"2023/6/4","Busan","Coastal",83,35,78,25,4,4
"2023/6/5","Busan","Coastal",71,56,79,28,5,4
"2023/6/6","Busan","Coastal",74,25,70,20,3,4
"2023/6/7","Busan","Coastal",64,42,76,38,4,5
"2023/6/8","Busan","Coastal",76,30,58,30,3,4
"2023/6/9","Busan","Coastal",61,37,85,33,4,4
"2023/6/10","Busan","Coastal",73,29,67,22,2,4
"2023/6/11","Busan","Coastal",64,16,30,6,3,3
"2023/6/12","Busan","Coastal",45,22,26,11,2,3
"2023/6/13","Busan","Coastal",55,27,42,16,4,3
"2023/6/14","Busan","Coastal",60,37,68,27,5,4
"2023/6/15","Busan","Coastal",84,38,108,30,6,4
"2023/6/16","Busan","Coastal",77,48,94,38,4,5
"2023/6/17","Busan","Coastal",107,39,83,43,3,5
"2023/6/18","Busan","Coastal",75,36,112,28,5,4
"2023/6/19","Busan","Coastal",79,47,80,25,5,4
"2023/6/20","Busan","Coastal",84,30,37,17,4,3
"2023/6/21","Busan","Coastal",39,23,42,28,5,4
"2023/6/22","Busan","Coastal",44,34,51,37,3,4
"2023/6/23","Busan","Coastal",65,25,41,25,3,3
"2023/6/24","Busan","Coastal",57,21,39,18,4,3
"2023/6/25","Busan","Coastal",45,18,38,20,2,3
"2023/6/26","Busan","Coastal",41,20,22,18,2,2
"2023/6/27","Busan","Coastal",34,22,33,12,2,3
"2023/6/28","Busan","Coastal",34,19,41,17,3,3
"2023/6/29","Busan","Coastal",39,29,27,16,2,3
"2023/6/30","Busan","Coastal",46,23,42,24,2,3
"2023/7/1","Busan","Coastal",42,35,59,34,5,6
"2023/1/3","Busan","Coastal",28,29,26,28,5,3
"2023/1/4","Busan","Coastal",48,36,28,30,4,3
"2023/1/5","Busan","Coastal",73,63,41,42,5,6
"2023/1/6","Busan","Coastal",134,72,31,48,5,7
"2023/1/7","Busan","Coastal",158,82,35,34,4,6
"2023/1/8","Busan","Coastal",153,56,30,30,4,4
"2023/1/9","Busan","Coastal",110,75,41,48,7,4
"2023/1/10","Busan","Coastal",122,52,29,36,3,3
"2023/1/11","Busan","Coastal",101,49,31,46,5,5
"2023/1/12","Busan","Coastal",93,54,26,47,5,7
"2023/1/13","Busan","Coastal",100,35,25,34,5,4
"2023/1/14","Busan","Coastal",63,32,31,25,3,3
"2023/1/15","Busan","Coastal",67,18,28,17,4,3
"2023/1/16","Busan","Coastal",46,29,25,23,4,2
"2023/1/17","Busan","Coastal",68,35,24,26,5,3
"2023/1/18","Busan","Coastal",73,51,28,20,3,4
"2023/1/19","Busan","Coastal",108,53,30,26,4,4
"2023/1/20","Busan","Coastal",95,67,33,27,3,3
"2023/1/21","Busan","Coastal",88,21,28,22,3,3
"2023/1/22","Busan","Coastal",51,24,29,29,4,4
"2023/1/23","Busan","Coastal",59,34,36,28,4,3
"2023/1/24","Busan","Coastal",74,45,29,9,2,2
"2023/1/25","Busan","Coastal",71,20,28,21,3,3
"2023/1/26","Busan","Coastal",49,36,25,38,5,4
"2023/1/27","Busan","Coastal",76,46,29,21,3,3
"2023/1/28","Busan","Coastal",73,33,27,18,4,3
"2023/1/29","Busan","Coastal",62,39,32,24,3,3
"2023/1/30","Busan","Coastal",67,46,30,26,4,4
"2023/1/31","Busan","Coastal",76,40,30,38,5,5
"2023/2/1","Busan","Coastal",71,57,40,37,6,6
"2023/2/2","Busan","Coastal",100,46,31,28,4,6
"2023/2/3","Busan","Coastal",87,54,28,38,7,8
"2023/2/4","Busan","Coastal",106,45,35,34,3,4
"2023/2/5","Busan","Coastal",83,48,39,33,3,10
"2023/2/6","Busan","Coastal",112,49,28,50,8,9
"2023/2/7","Busan","Coastal",111,56,43,38,6,8
"2023/2/8","Busan","Coastal",116,52,40,21,3,5
"2023/2/9","Busan","Coastal",108,36,34,10,3,3
"2023/2/10","Busan","Coastal",75,5,33,7,4,4
"2023/2/11","Busan","Coastal",40,35,33,15,4,5
"2023/2/12","Busan","Coastal",73,40,41,14,5,4
"2023/2/13","Busan","Coastal",81,34,39,7,4,4
"2023/2/14","Busan","Coastal",61,23,32,14,5,3
"2023/2/15","Busan","Coastal",53,20,34,21,7,3
"2023/2/16","Busan","Coastal",54,27,32,34,5,3
"2023/2/17","Busan","Coastal",59,48,26,46,5,6
"2023/2/18","Busan","Coastal",101,47,28,36,3,5
"2023/2/19","Busan","Coastal",110,45,44,19,5,4
"2023/2/20","Busan","Coastal",114,39,36,20,4,3
"2023/2/21","Busan","Coastal",63,31,35,21,4,3
"2023/2/22","Busan","Coastal",62,32,35,31,4,4
"2023/2/23","Busan","Coastal",69,34,38,32,5,4
"2023/2/24","Busan","Coastal",76,61,49,33,6,5
"2023/2/25","Busan","Coastal",135,43,36,27,4,4
"2023/2/26","Busan","Coastal",91,40,42,26,4,4
"2023/2/27","Busan","Coastal",86,50,42,38,5,4
"2023/2/28","Busan","Coastal",105,46,45,37,6,5
"2023/3/1","Busan","Coastal",82,40,46,29,5,5
"2023/3/2","Busan","Coastal",83,40,35,24,3,3
"2023/3/3","Busan","Coastal",66,46,39,32,4,4
"2023/3/4","Busan","Coastal",77,58,54,35,5,5
"2023/3/5","Busan","Coastal",109,43,47,24,4,4
"2023/3/6","Busan","Coastal",76,52,63,39,5,5
"2023/3/7","Busan","Coastal",101,64,58,42,5,5
"2023/3/8","Busan","Coastal",113,61,71,38,4,4
"2023/3/9","Busan","Coastal",95,50,40,36,4,4
"2023/3/10","Busan","Coastal",86,75,50,34,2,5
"2023/3/11","Busan","Coastal",123,95,71,46,5,6
"2023/3/12","Busan","Coastal",156,58,54,23,3,6
"2023/3/13","Busan","Coastal",111,38,36,19,2,4
"2023/3/14","Busan","Coastal",58,56,42,31,3,7
"2023/3/15","Busan","Coastal",67,48,40,35,4,5
"2023/3/16","Busan","Coastal",66,47,46,27,3,2
"2023/3/17","Busan","Coastal",61,48,41,22,4,3
"2023/3/18","Busan","Coastal",56,37,40,26,4,4
"2023/3/19","Busan","Coastal",60,52,61,25,3,4
"2023/3/20","Busan","Coastal",85,54,66,35,3,4
"2023/3/21","Busan","Coastal",90,49,53,32,5,5
"2023/3/22","Busan","Coastal",84,18,47,25,3,4
"2023/3/23","Busan","Coastal",59,16,36,28,2,4
"2023/3/24","Busan","Coastal",45,86,42,25,5,5
"2023/3/25","Busan","Coastal",101,83,40,20,3,4
"2023/3/26","Busan","Coastal",81,76,45,20,5,5
"2023/3/27","Busan","Coastal",85,46,47,26,3,3
"2023/3/28","Busan","Coastal",70,44,50,26,5,4
"2023/3/29","Busan","Coastal",68,80,91,35,4,4
"2023/3/30","Busan","Coastal",128,84,75,53,5,6
"2023/3/31","Busan","Coastal",147,66,82,43,4,5
"2023/4/1","Busan","Coastal",113,66,94,31,10,7
"2022/10/2","Busan","Coastal",102,37,68,27,5,3
"2022/10/3","Busan","Coastal",81,37,38,13,4,2
"2022/10/4","Busan","Coastal",75,17,32,6,4,2
"2022/10/5","Busan","Coastal",31,16,23,9,5,2
"2022/10/6","Busan","Coastal",33,19,31,17,3,3
"2022/10/7","Busan","Coastal",52,28,34,21,4,2
"2022/10/8","Busan","Coastal",61,25,36,17,4,2
"2022/10/9","Busan","Coastal",42,23,36,18,3,3
"2022/10/10","Busan","Coastal",49,20,31,7,2,2
"2022/10/11","Busan","Coastal",30,21,39,23,3,3
"2022/10/12","Busan","Coastal",43,27,39,23,3,3
"2022/10/13","Busan","Coastal",53,26,44,20,3,2
"2022/10/14","Busan","Coastal",47,25,44,22,4,2
"2022/10/15","Busan","Coastal",47,23,47,20,5,2
"2022/10/16","Busan","Coastal",50,23,46,19,8,3
"2022/10/17","Busan","Coastal",53,46,53,22,6,4
"2022/10/18","Busan","Coastal",84,36,37,20,5,2
"2022/10/19","Busan","Coastal",53,30,34,20,3,3
"2022/10/20","Busan","Coastal",57,31,43,33,4,3
"2022/10/21","Busan","Coastal",63,39,45,37,4,3
"2022/10/22","Busan","Coastal",75,36,47,30,4,3
"2022/10/23","Busan","Coastal",75,36,60,21,4,3
"2022/10/24","Busan","Coastal",73,34,37,18,3,2
"2022/10/25","Busan","Coastal",60,22,32,17,4,2
"2022/10/26","Busan","Coastal",37,19,27,24,6,3
"2022/10/27","Busan","Coastal",44,28,44,30,4,3
"2022/10/28","Busan","Coastal",56,37,47,29,6,3
"2022/10/29","Busan","Coastal",71,24,32,21,3,3
"2022/10/30","Busan","Coastal",54,19,34,17,6,3
"2022/10/31","Busan","Coastal",50,25,44,17,6,3
"2022/11/1","Busan","Coastal",56,28,49,30,4,3
"2022/11/2","Busan","Coastal",62,50,58,38,5,4
"2022/11/3","Busan","Coastal",102,58,58,41,5,4
"2022/11/4","Busan","Coastal",119,47,33,24,4,3
"2022/11/5","Busan","Coastal",79,34,33,28,4,3
"2022/11/6","Busan","Coastal",54,32,40,29,4,4
"2022/11/7","Busan","Coastal",68,44,40,38,4,4
"2022/11/8","Busan","Coastal",85,51,48,46,5,4
"2022/11/9","Busan","Coastal",98,52,54,45,5,4
"2022/11/10","Busan","Coastal",105,58,59,48,4,5
"2022/11/11","Busan","Coastal",122,54,51,35,7,4
"2022/11/12","Busan","Coastal",115,51,56,35,9,4
"2022/11/13","Busan","Coastal",104,22,35,12,8,3
"2022/11/14","Busan","Coastal",48,34,29,22,3,3
"2022/11/15","Busan","Coastal",66,34,31,18,5,3
"2022/11/16","Busan","Coastal",71,40,27,14,2,3
"2022/11/17","Busan","Coastal",80,44,22,17,3,4
"2022/11/18","Busan","Coastal",89,42,30,17,5,4
"2022/11/19","Busan","Coastal",91,36,33,9,3,3
"2022/11/20","Busan","Coastal",74,25,27,7,5,2
"2022/11/21","Busan","Coastal",58,33,27,27,5,4
"2022/11/22","Busan","Coastal",67,52,32,36,6,5
"2022/11/23","Busan","Coastal",93,26,25,19,4,4
"2022/11/24","Busan","Coastal",74,29,21,23,4,4
"2022/11/25","Busan","Coastal",67,19,40,18,6,3
"2022/11/26","Busan","Coastal",45,28,41,15,4,3
"2022/11/27","Busan","Coastal",54,25,34,15,6,3
"2022/11/28","Busan","Coastal",39,29,39,17,5,3
"2022/11/29","Busan","Coastal",44,27,28,16,4,3
"2022/11/30","Busan","Coastal",42,40,29,15,3,2
"2022/12/1","Busan","Coastal",47,22,28,18,4,3
"2022/12/2","Busan","Coastal",48,27,25,26,2,3
"2022/12/3","Busan","Coastal",51,34,21,35,3,4
"2022/12/4","Busan","Coastal",63,31,29,20,3,3
"2022/12/5","Busan","Coastal",45,28,23,20,4,2
"2022/12/6","Busan","Coastal",30,41,27,27,5,3
"2022/12/7","Busan","Coastal",60,43,31,26,5,4
"2022/12/8","Busan","Coastal",74,41,24,37,3,5
"2022/12/9","Busan","Coastal",95,50,30,44,4,5
"2022/12/10","Busan","Coastal",99,58,33,38,4,5
"2022/12/11","Busan","Coastal",123,33,36,25,3,3
"2022/12/12","Busan","Coastal",78,37,29,25,4,4
"2022/12/13","Busan","Coastal",61,81,29,23,4,3
"2022/12/14","Busan","Coastal",107,44,24,16,3,3
"2022/12/15","Busan","Coastal",65,28,23,29,5,3
"2022/12/16","Busan","Coastal",68,37,24,26,3,3
"2022/12/17","Busan","Coastal",72,22,25,18,2,3
"2022/12/18","Busan","Coastal",49,18,26,15,3,2
"2022/12/19","Busan","Coastal",52,34,23,28,4,4
"2022/12/20","Busan","Coastal",72,47,25,41,2,4
"2022/12/21","Busan","Coastal",87,46,20,43,3,4
"2022/12/22","Busan","Coastal",101,41,25,20,4,3
"2022/12/23","Busan","Coastal",82,34,28,16,4,2
"2022/12/24","Busan","Coastal",58,31,27,25,6,4
"2022/12/25","Busan","Coastal",68,24,32,28,4,3
"2022/12/26","Busan","Coastal",63,35,32,38,4,4
"2022/12/27","Busan","Coastal",78,39,28,40,4,3
"2022/12/28","Busan","Coastal",76,47,28,32,3,3
"2022/12/29","Busan","Coastal",101,40,27,25,4,3
"2022/12/30","Busan","Coastal",85,46,28,33,3,3
"2022/12/31","Busan","Coastal",102,37,30,24,3,3
"2023/1/1","Busan","Coastal",86,50,38,25,5,4
"2023/1/2","Busan","Coastal",122,27,30,22,3,3
"2022/7/2","Busan","Coastal",64,37,47,25,6,3
"2022/7/3","Busan","Coastal",71,29,39,21,8,3
"2022/7/4","Busan","Coastal",57,21,25,15,7,2
"2022/7/5","Busan","Coastal",40,23,56,24,7,3
"2022/7/6","Busan","Coastal",45,28,37,31,5,2
"2022/7/7","Busan","Coastal",57,28,21,19,4,2
"2022/7/8","Busan","Coastal",47,34,39,21,3,3
"2022/7/9","Busan","Coastal",57,33,80,30,5,3
"2022/7/10","Busan","Coastal",69,25,55,22,5,2
"2022/7/11","Busan","Coastal",60,27,34,27,3,3
"2022/7/12","Busan","Coastal",58,26,34,19,6,3
"2022/7/13","Busan","Coastal",51,21,30,21,5,3
"2022/7/14","Busan","Coastal",41,39,67,24,5,3
"2022/7/15","Busan","Coastal",67,41,82,42,5,3
"2022/7/16","Busan","Coastal",76,52,121,46,5,4
"2022/7/17","Busan","Coastal",111,39,58,34,4,3
"2022/7/18","Busan","Coastal",82,23,48,28,2,3
"2022/7/19","Busan","Coastal",53,37,55,36,4,3
"2022/7/20","Busan","Coastal",74,47,81,37,4,3
"2022/7/21","Busan","Coastal",91,36,54,27,4,3
"2022/7/22","Busan","Coastal",69,27,51,20,4,3
"2022/7/23","Busan","Coastal",58,20,37,31,15,2
"2022/7/24","Busan","Coastal",50,32,68,20,5,3
"2022/7/25","Busan","Coastal",63,35,73,31,3,4
"2022/7/26","Busan","Coastal",71,28,63,27,4,3
"2022/7/27","Busan","Coastal",67,24,45,18,7,3
"2022/7/28","Busan","Coastal",59,29,35,21,6,3
"2022/7/29","Busan","Coastal",62,34,50,18,6,2
"2022/7/30","Busan","Coastal",71,21,29,12,5,1
"2022/7/31","Busan","Coastal",50,34,28,12,4,2
"2022/8/1","Busan","Coastal",45,42,35,13,5,2
"2022/8/2","Busan","Coastal",52,38,37,12,2,2
"2022/8/3","Busan","Coastal",42,23,22,15,3,2
"2022/8/4","Busan","Coastal",30,28,42,18,5,2
"2022/8/5","Busan","Coastal",45,30,39,20,4,2
"2022/8/6","Busan","Coastal",49,38,75,24,4,3
"2022/8/7","Busan","Coastal",68,34,41,17,5,2
"2022/8/8","Busan","Coastal",59,30,29,16,3,1
"2022/8/9","Busan","Coastal",48,31,23,14,3,2
"2022/8/10","Busan","Coastal",37,26,22,17,3,2
"2022/8/11","Busan","Coastal",41,18,16,15,4,2
"2022/8/12","Busan","Coastal",41,39,71,34,4,3
"2022/8/13","Busan","Coastal",71,43,67,34,7,4
"2022/8/14","Busan","Coastal",90,28,47,21,3,2
"2022/8/15","Busan","Coastal",60,22,23,10,4,1
"2022/8/16","Busan","Coastal",42,30,38,24,4,3
"2022/8/17","Busan","Coastal",53,24,42,42,6,3
"2022/8/18","Busan","Coastal",55,34,66,40,5,3
"2022/8/19","Busan","Coastal",75,35,40,28,4,3
"2022/8/20","Busan","Coastal",70,34,33,27,4,3
"2022/8/21","Busan","Coastal",64,25,53,14,4,2
"2022/8/22","Busan","Coastal",50,29,66,30,4,3
"2022/8/23","Busan","Coastal",56,43,84,36,7,4
"2022/8/24","Busan","Coastal",81,18,35,16,4,2
"2022/8/25","Busan","Coastal",44,31,72,24,3,3
"2022/8/26","Busan","Coastal",55,36,93,29,3,3
"2022/8/27","Busan","Coastal",71,37,63,22,3,3
"2022/8/28","Busan","Coastal",76,22,38,12,3,2
"2022/8/29","Busan","Coastal",34,25,36,20,5,2
"2022/8/30","Busan","Coastal",42,27,28,26,6,3
"2022/8/31","Busan","Coastal",58,25,35,22,4,4
"2022/9/1","Busan","Coastal",56,19,35,20,4,3
"2022/9/2","Busan","Coastal",46,16,45,19,4,2
"2022/9/3","Busan","Coastal",35,16,39,13,3,2
"2022/9/4","Busan","Coastal",29,23,35,9,3,2
"2022/9/5","Busan","Coastal",43,40,16,8,4,2
"2022/9/6","Busan","Coastal",51,33,45,11,8,2
"2022/9/7","Busan","Coastal",46,34,66,24,3,3
"2022/9/8","Busan","Coastal",61,35,48,21,4,3
"2022/9/9","Busan","Coastal",58,21,37,8,3,2
"2022/9/10","Busan","Coastal",41,19,39,7,4,2
"2022/9/11","Busan","Coastal",35,30,41,9,5,2
"2022/9/12","Busan","Coastal",56,27,38,8,5,2
"2022/9/13","Busan","Coastal",54,27,34,8,5,2
"2022/9/14","Busan","Coastal",44,25,40,8,5,2
"2022/9/15","Busan","Coastal",49,26,36,8,7,3
"2022/9/16","Busan","Coastal",48,22,33,7,7,2
"2022/9/17","Busan","Coastal",51,27,42,11,6,3
"2022/9/18","Busan","Coastal",75,14,30,4,7,2
"2022/9/19","Busan","Coastal",43,8,30,3,4,2
"2022/9/20","Busan","Coastal",23,30,28,5,4,2
"2022/9/21","Busan","Coastal",41,24,34,10,3,2
"2022/9/22","Busan","Coastal",37,29,36,18,4,2
"2022/9/23","Busan","Coastal",46,33,58,19,4,3
"2022/9/24","Busan","Coastal",62,24,56,18,4,3
"2022/9/25","Busan","Coastal",47,20,37,14,5,3
"2022/9/26","Busan","Coastal",51,34,33,23,11,4
"2022/9/27","Busan","Coastal",68,30,37,17,6,3
"2022/9/28","Busan","Coastal",60,23,35,16,4,3
"2022/9/29","Busan","Coastal",47,30,87,23,6,3
"2022/9/30","Busan","Coastal",69,44,111,35,6,3
"2022/10/1","Busan","Coastal",95,48,84,33,4,4
"2022/4/2","Busan","Coastal",50,27,50,30,4,3
"2022/4/3","Busan","Coastal",59,32,67,25,3,3
"2022/4/4","Busan","Coastal",67,35,59,34,4,3
"2022/4/5","Busan","Coastal",69,41,50,39,5,3
"2022/4/6","Busan","Coastal",81,50,76,36,4,3
"2022/4/7","Busan","Coastal",92,52,67,44,5,5
"2022/4/8","Busan","Coastal",97,46,58,31,4,4
"2022/4/9","Busan","Coastal",73,46,53,33,4,3
"2022/4/10","Busan","Coastal",70,34,52,16,4,3
"2022/4/11","Busan","Coastal",63,48,37,31,4,3
"2022/4/12","Busan","Coastal",83,34,34,27,4,2
"2022/4/13","Busan","Coastal",70,29,39,16,3,3
"2022/4/14","Busan","Coastal",59,21,36,16,3,3
"2022/4/15","Busan","Coastal",45,28,42,16,5,3
"2022/4/16","Busan","Coastal",52,24,50,21,4,3
"2022/4/17","Busan","Coastal",47,37,62,24,3,3
"2022/4/18","Busan","Coastal",64,48,65,44,4,4
"2022/4/19","Busan","Coastal",79,50,77,55,6,4
"2022/4/20","Busan","Coastal",86,49,77,45,4,3
"2022/4/21","Busan","Coastal",75,43,68,38,4,3
"2022/4/22","Busan","Coastal",84,46,66,30,4,3
"2022/4/23","Busan","Coastal",88,44,57,20,3,3
"2022/4/24","Busan","Coastal",81,49,67,33,4,4
"2022/4/25","Busan","Coastal",89,57,74,40,5,5
"2022/4/26","Busan","Coastal",109,30,34,26,4,3
"2022/4/27","Busan","Coastal",55,57,43,15,3,3
"2022/4/28","Busan","Coastal",66,60,46,18,7,3
"2022/4/29","Busan","Coastal",58,19,41,18,3,3
"2022/4/30","Busan","Coastal",43,22,48,22,3,3
"2022/5/1","Busan","Coastal",46,35,60,19,4,3
"2022/5/2","Busan","Coastal",61,44,63,24,3,3
"2022/5/3","Busan","Coastal",69,30,44,28,3,3
"2022/5/4","Busan","Coastal",66,36,62,31,4,4
"2022/5/5","Busan","Coastal",64,26,59,19,4,3
"2022/5/6","Busan","Coastal",52,36,45,37,5,3
"2022/5/7","Busan","Coastal",74,36,57,29,6,3
"2022/5/8","Busan","Coastal",74,23,48,12,6,2
"2022/5/9","Busan","Coastal",45,19,48,18,5,3
"2022/5/10","Busan","Coastal",41,20,46,16,6,3
"2022/5/11","Busan","Coastal",46,37,59,34,9,3
"2022/5/12","Busan","Coastal",72,40,44,30,7,3
"2022/5/13","Busan","Coastal",86,39,41,26,5,4
"2022/5/14","Busan","Coastal",85,41,61,25,3,4
"2022/5/15","Busan","Coastal",78,28,54,12,3,2
"2022/5/16","Busan","Coastal",48,33,63,23,4,3
"2022/5/17","Busan","Coastal",58,44,90,38,5,4
"2022/5/18","Busan","Coastal",78,50,93,35,5,4
"2022/5/19","Busan","Coastal",95,35,54,22,4,3
"2022/5/20","Busan","Coastal",63,35,58,16,5,3
"2022/5/21","Busan","Coastal",69,36,51,21,5,3
"2022/5/22","Busan","Coastal",77,40,71,14,4,4
"2022/5/23","Busan","Coastal",74,38,45,23,6,3
"2022/5/24","Busan","Coastal",75,63,118,39,7,4
"2022/5/25","Busan","Coastal",127,60,85,41,4,4
"2022/5/26","Busan","Coastal",125,40,65,34,5,3
"2022/5/27","Busan","Coastal",70,43,70,30,4,3
"2022/5/28","Busan","Coastal",65,39,92,27,6,3
"2022/5/29","Busan","Coastal",64,28,68,27,8,3
"2022/5/30","Busan","Coastal",63,36,84,38,7,3
"2022/5/31","Busan","Coastal",72,36,67,35,5,3
"2022/6/1","Busan","Coastal",70,37,58,38,5,3
"2022/6/2","Busan","Coastal",60,39,61,34,4,3
"2022/6/3","Busan","Coastal",66,40,79,29,6,3
"2022/6/4","Busan","Coastal",77,30,49,15,5,2
"2022/6/5","Busan","Coastal",55,26,48,17,5,3
"2022/6/6","Busan","Coastal",50,18,44,12,2,2
"2022/6/7","Busan","Coastal",30,19,28,17,4,2
"2022/6/8","Busan","Coastal",40,21,29,12,4,2
"2022/6/9","Busan","Coastal",47,24,36,18,6,2
"2022/6/10","Busan","Coastal",57,24,41,26,4,3
"2022/6/11","Busan","Coastal",57,30,48,25,7,2
"2022/6/12","Busan","Coastal",66,24,49,10,3,2
"2022/6/13","Busan","Coastal",51,25,36,12,4,2
"2022/6/14","Busan","Coastal",55,15,29,13,3,2
"2022/6/15","Busan","Coastal",41,21,57,22,2,2
"2022/6/16","Busan","Coastal",43,51,91,27,3,4
"2022/6/17","Busan","Coastal",101,37,69,32,3,3
"2022/6/18","Busan","Coastal",77,22,54,28,4,3
"2022/6/19","Busan","Coastal",49,19,42,22,6,3
"2022/6/20","Busan","Coastal",45,25,44,28,7,2
"2022/6/21","Busan","Coastal",56,24,35,25,6,3
"2022/6/22","Busan","Coastal",54,35,69,27,9,3
"2022/6/23","Busan","Coastal",72,31,26,25,5,2
"2022/6/24","Busan","Coastal",56,36,52,19,4,2
"2022/6/25","Busan","Coastal",55,40,65,26,5,3
"2022/6/26","Busan","Coastal",78,26,25,15,4,2
"2022/6/27","Busan","Coastal",44,22,13,14,4,2
"2022/6/28","Busan","Coastal",30,30,15,10,4,2
"2022/6/29","Busan","Coastal",40,25,15,10,3,2
"2022/6/30","Busan","Coastal",29,29,19,17,5,2
"2022/7/1","Busan","Coastal",43,34,29,20,7,3
